,Type,Name,NPV
0,Operating Expenses,Total annual maintenance,0.0
1,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
2,Operating Expenses,Solar Plant Fixed O&M Cost,0.0
3,Operating Expenses,Wind Plant Fixed O&M Cost,0.0
4,Operating Expenses,Battery Storage,0.0
5,Operating Expenses,Solar Plant,0.0
6,Operating Expenses,Wind Plant,0.0
7,Operating Expenses,Hydrogen Storage,0.0
8,Operating Expenses,Licensing and Permitting,0.0
9,Operating Expenses,Rent of land,0.0
10,Operating Expenses,Administrative expenses,0.0
11,Operating Expenses,Labor,0.0
12,Operating Expenses,Installation cost,0.0
13,Financing cash outflow,Capital gains taxes payable,0.0
14,Operating Expenses,Credit card fees,0.0
15,Operating Expenses,Sales tax,0.0
16,Operating Expenses,Road tax,0.0
17,Operating Expenses,Non-depreciable assets,0.00011246123258774611
18,Operating Expenses,Desalination,0.0003544218027999612
19,Operating Expenses,Desalination Fixed O&M Cost,0.00156480447560766
20,Operating Expenses,Property insurance,0.006721783582453425
21,Operating Expenses,Compression,0.008421097096170428
22,Operating Expenses,Cash on hand reserve,0.014436129616592075
23,Operating Expenses,Water,0.02139841688654353
24,Financing cash outflow,Income taxes payable,0.023986558485535096
25,Operating Expenses,Var O&M,0.07119478191591576
26,Operating Expenses,Electrolyzer Fixed O&M Cost,0.08291541756229345
27,Financing cash outflow,Repayment of debt,0.0995055070001454
28,Financing cash outflow,Interest expense,0.14338173850869096
29,Operating Expenses,Electrolysis system,0.19006432038178356
30,Financing cash outflow,Dividends paid,0.2026797646157633
31,Operating Expenses,Grid Electricity Cost,4.715992830007956
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00011246123258774611
37,Operating Revenue,Cash on hand recovery,0.014436129616592077
38,Financing cash inflow,Monetized tax losses,0.07730693006828954
39,Financing cash inflow,Inflow of debt,0.09950550700014543
40,Financing cash inflow,Inflow of equity,0.16165706556172899
41,Operating Revenue,Hydrogen sales,5.229711939691494
