,0
Useful Life,30.0
Wind Cost ($/kW),1100.0
Solar Cost ($/kW),637.63
Electrolyzer Installed Cost ($/kW),607.0556799999999
Wind capacity (MW),1176.0
Solar capacity (MW),750.0
Battery storage capacity (MW),100.0
Battery storage duration (hr),4.0
Electrolyzer capacity (MW),1080.0
Total Electricity Production (kWh),4881186151.673565
Debt Equity,60.0
ATB Year,2030.0
Grid Total Emission Intensity (kg-CO2/kg-H2),0.0
Off-grid Total Emission Intensity (kg-CO2/kg-H2),0.0
H2 PTC ($/kg),0.0
Ren PTC ($/kg),0.0
Wind PTC,0.0
Discount Rate,0.07
NPV Wind Expenses,-2313236286.841715
NPV Solar Expenses,-611951139.6849536
NPV HVDC Expenses,0.0
LCOE ($/MWh),41.376048734723405
Electricity CF (-),0.515937991678668
LCOH ($/kg),5.846066221921688
Electrolyzer CF (-),0.5301049029774711
Fraction of electricity from renewables (-),1.0
Average stack life (hrs),45387.0
Number of stack clusters (-),27.0
Hydrogen storage duration (hr),184.0398533969648
Hydrogen storage capacity (kg),4541026.603074554
Hydrogen storage CAPEX ($/kg),525.143508539214
Hydrogen annual production (kg),91827006.21862271
Hydrogen production total CAPEX ($),4927525997.000372
Hydrogen transmission total CAPEX ($),66606655.25466576
Steel Plant Total CAPEX ($),545209215.1819539
Ammonia Plant Total CAPEX ($),69329152.27623674
LCOH: Compression & storage ($/kg),2.0052305715389704
LCOH: Electrolyzer CAPEX ($/kg),0.9480227459605971
LCOH: Desalination CAPEX ($/kg),0.0014647669906497477
LCOH: Electrolyzer FOM ($/kg),0.15052964741249542
LCOH:Desalination FOM ($/kg),0.0028408403757449593
LCOH: Electrolyzer VOM ($/kg),0.06729916300625904
LCOH: Wind Plant CAPEX ($/kg),1.068878725720345
LCOH: Wind Plant FOM ($/kg),0.4754723524200716
LCOH: Solar Plant CAPEX ($/kg),0.39514676593289866
LCOH: Solar Plant FOM ($/kg),0.10820951758982013
LCOH: Battery Storage CAPEX ($/kg),0.059079181268556484
LCOH: Battery Storage FOM ($/kg),0.019464101906093427
LCOH: Taxes and Finances ($/kg),0.37570302952825985
LCOH: Water consumption ($/kg),0.016147757255936673
LCOH: Grid electricity ($/kg),0.0
LCOH: Bulk H2 Transmission ($/kg),0.15257705501499008
Steel annual production (tonne/year),999999.9999999999
Steel annual capacity margin (%),39.216201059161186
Ammonia annual production (kg/year),334339658.8730839
Ammonia annual capacity margin (%),39.21620105916116
Steel Price with Integration ($/tonne),1024.0501404281395
Steel price: EAF and Casting CAPEX ($/tonne),7.352712809137524
Steel price: Shaft Furnace CAPEX ($/tonne),4.147456600030857
Steel price: Oxygen Supply CAPEX ($/tonne),0.5024690500428983
Steel price: H2 Pre-heating CAPEX ($/tonne),0.2858154172179284
Steel price: Cooling Tower CAPEX ($/tonne),0.618708489847107
Steel price: Piping CAPEX ($/tonne),1.826797708972273
Steel price: Electrical & Instrumentation ($/tonne),1.217865140345564
"Steel price: Buildings, Storage, Water Service CAPEX ($/tonne)",2.753847764430413
Steel price: Miscellaneous CAPEX ($/tonne),1.2178656258124945
Steel price: Annual Operating Labor Cost ($/tonne),75.19990472290294
Steel price: Maintenance Labor Cost ($/tonne),5.158204145051215
Steel price: Administrative & Support Labor Cost ($/tonne),20.08952721698854
Steel price: Installation Cost ($/tonne),7.3860703185982235
Steel price: Maintenance Materials ($/tonne),7.720000000000001
Steel price: Raw Water Withdrawal ($/tonne),0.47648790630000004
Steel price: Lime ($/tonne),2.089314915012542
Steel price: Carbon ($/tonne),11.722256166785751
Steel price: Iron Ore ($/tonne),360.92245014899083
Steel price: Hydrogen ($/tonne),385.6065279979545
Steel price: Natural gas ($/tonne),2.716709262358007
Steel price: Electricity ($/tonne),48.657948905832
Steel price: Slag Disposal ($/tonne),6.5600379
Steel price: Taxes ($/tonne),14.525257862604402
Steel price: Equipment Financing ($/tonne),56.43464857390019
Steel price: Remaining Financial ($/tonne),11.954123163502235
Steel price: Oxygen sales ($/tonne),0.0
Steel price: Total ($/tonne),1037.1430078126186
(-) Steel price: BOS savings ($/tonne),10.044763608494272
Ammonia price: Air Separation by Cryogenic ($/kg),0.0019678455863622363
Ammonia price: Haber Bosch ($/kg),0.0016300537053258407
Ammonia price: Boiler and Steam Turbine ($/kg),0.0006180945270194874
Ammonia price: Cooling Tower ($/kg),0.0004196233260347037
Ammonia price: Depreciable Nonequipment ($/kg),0.0022764307718301274
Ammonia price: Labor Cost ($/kg),0.016786890891857285
Ammonia price: Maintenance Cost ($/kg),0.0006098158976460083
Ammonia price: Administrative Expense ($/kg),0.0033573781783714568
Ammonia price: Hydrogen ($/kg),1.1533376844902854
Ammonia price: Electricity ($/kg),0.04692858800621012
Ammonia price: Cooling water ($/kg),5.580990977316858e-06
Ammonia price: Iron based catalyst ($/kg),0.0021180315277480326
Ammonia price: Oxygen byproduct ($/kg),-0.008386648300601963
Ammonia price: Taxes ($/kg),0.004725802554038652
Ammonia price: Equipment Financing ($/kg),0.019381674629530415
Ammonia price: Remaining Financial ($/kg),0.0041472287499434365
Ammonia price: Total ($/kg),1.267746006171727
