,0
Useful Life,30.0
Wind Cost ($/kW),1331.0
Solar Cost ($/kW),9999.0
Electrolyzer Installed Cost ($/kW),715.6800000000001
Total Electricity Production (kWh),3522.7852003598273
Debt Equity,60.0
ATB Year,2025.0
H2 PTC,0.0
Wind ITC,0.0
Discount Rate,0.07
NPV Wind Expenses,-2152917379.5567775
NPV Solar Expenses,0.0
NPV HVDC Expenses,0.0
LCOE ($/MWh),42.097580026571464
LCOH ($/kg),3.87117839
Electrolyzer CF (-),0.51604216
Hydrogen storage duration (hr),15.995161988110961
Hydrogen storage capacity (kg),175993.2794331395
Hydrogen storage CAPEX ($/kg),540.0
Hydrogen annual production (kg),82166697.60000373
Renewable electricity used annually (MWh),3440153.3
Grid electricity used annually (MWh),1080376.0
Renewable curtailment annually,82631.869
LCOH: Grid Electricity ($/kg),1.07330777
LCOH: Hydrogen Storage ($/kg),0.0334346
LCOH: Compression ($/kg),0.03195934
LCOH: Electrolyzer CAPEX ($/kg),0.25170672
LCOH: Desalination CAPEX ($/kg),0.00058254
LCOH: Electrolyzer FOM ($/kg),0.15578088
LCOH:Desalination FOM ($/kg),0.02015816
LCOH: Electrolyzer VOM ($/kg),0.1072823
LCOH: Renewable CAPEX ($/kg),0.46858466
LCOH: Renewable FOM ($/kg),0.47087206
LCOH: Taxes ($/kg),0.1935236
LCOH: Financial ($/kg),1.04179576
LCOH: Water consumption ($/kg),0.02219
Steel annual production (tonne/year),1121134.442692592
Ammonia annual production (kg/year),374839707.12070614
Steel price: EAF and Casting CAPEX ($/tonne),7.040572923867785
Steel price: Shaft Furnace CAPEX ($/tonne),4.17219957307448
Steel price: Oxygen Supply CAPEX ($/tonne),0.4916904410405595
Steel price: H2 Pre-heating CAPEX ($/tonne),0.286805732543304
Steel price: Cooling Tower CAPEX ($/tonne),0.6045723763037352
Steel price: Piping CAPEX ($/tonne),1.778251249506231
Steel price: Electrical & Instrumentation ($/tonne),1.1855008340074786
"Steel price: Buildings, Storage, Water Service CAPEX ($/tonne)",2.7427269465478283
Steel price: Miscellaneous CAPEX ($/tonne),1.1855013065733089
Steel price: Annual Operating Labor Cost ($/tonne),69.03895209325829
Steel price: Maintenance Labor Cost ($/tonne),4.951321841196286
Steel price: Administrative & Support Labor Cost ($/tonne),18.497568483613644
Steel price: Installation Cost ($/tonne),7.268976406534667
Steel price: Maintenance Materials ($/tonne),7.719999999999995
Steel price: Raw Water Withdrawal ($/tonne),0.47648790629999976
Steel price: Lime ($/tonne),2.089314915012541
Steel price: Carbon ($/tonne),11.387059957856161
Steel price: Iron Ore ($/tonne),360.9224501489906
Steel price: Hydrogen ($/tonne),255.34292660439988
Steel price: Natural gas ($/tonne),2.716709262358006
Steel price: Electricity ($/tonne),26.91578399999999
Steel price: Slag Disposal ($/tonne),6.560037899999997
Steel price: Taxes ($/tonne),21.879238621629902
Steel price: Financial ($/tonne),71.07201694931348
Steel price: Total ($/tonne),886.3266664739282
Ammonia price: Air Separation by Cryogenic ($/kg),0.001915588067606365
Ammonia price: Haber Bosch ($/kg),0.0015867664867201306
Ammonia price: Boiler and Steam Turbine ($/kg),0.0006016805936486621
Ammonia price: Cooling Tower ($/kg),0.0004084799345091538
Ammonia price: Depreciable Nonequipment ($/kg),0.0022309878655315143
Ammonia price: Labor Cost ($/kg),0.015407316235091282
Ammonia price: Maintenance Cost ($/kg),0.0006239219734880845
Ammonia price: Administrative Expense ($/kg),0.0030814632470182565
Ammonia price: Hydrogen ($/kg),0.7637231175776507
Ammonia price: Electricity ($/kg),0.02595916528755999
Ammonia price: Cooling water ($/kg),5.580990977316856e-06
Ammonia price: Iron based catalyst ($/kg),0.002118031527748032
Ammonia price: Oxygen byproduct ($/kg),0.008386648300601962
Ammonia price: Taxes ($/kg),0.007159734712799718
Ammonia price: Financial ($/kg),0.02367092238736055
Ammonia price: Total ($/kg),0.8411029588356386
