Run on a MSNT machine on 12/09/22 16:53:51.
Optimal solution found within time limit:,Yes

Renewable Capacity (MW),      1000.00
Renewable Penetration for Input (%),         0.88
hydrogen use,         1.00

NPV of actual operating profit,  34296084.50
total electricity input (MWh),   3913141.12
total electricity output (MWh),         0.00
output to input ratio,         0.00
input capacity factor,         0.45
output capacity factor,         0.00
average regup (MW),         0.00
average regdn (MW),         0.00
average spinres (MW),         0.00
average nonspinres (MW),         0.00
number of input power system starts,      8760.00
number of output power system starts,      8760.00
arbitrage revenue ($),-31117157.32
regup revenue ($),         0.00
regdn revenue ($),         0.00
spinres revenue ($),         0.00
nonspinres revenue ($),         0.00
hydrogen revenue ($), 255677565.99
REC revenue ($),         0.00
LCFS revenue ($),         0.00
startup costs ($),         0.00

Interval,Input Power (MW),Output Power (MW),Storage Level (MW-h),Input Reg Up (MW),Output Reg Up (MW),Input Reg Dn (MW),Output Reg Dn (MW),Input Spin (MW),Output Spin (MW),Input Nonspin (MW),Output Nonspin (MW),Product Sold (units of product),Non-Ren Import (MW),Load Profile (MW),Renewable Input (MW),Renewables Sold (MW),Curtailment (MW)
        1.00,      414.45,        0.00,    40490.11,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     9706.71,        0.00,        0.00,      414.45,        0.00,        0.00
        2.00,      441.06,        0.00,    40485.99,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     9706.71,        0.00,        0.00,      441.06,        0.00,        0.00
        3.00,      295.89,        0.00,    40376.77,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     9706.71,        0.00,        0.00,      295.89,        0.00,        0.00
        4.00,      388.34,        0.00,    40334.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     9706.71,        0.00,        0.00,      388.34,        0.00,        0.00
        5.00,      363.53,        0.00,    40274.23,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     9706.71,        0.00,        0.00,      363.53,        0.00,        0.00
        6.00,      300.33,        0.00,    40168.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     9706.71,        0.00,        0.00,      300.33,        0.00,        0.00
        7.00,      250.90,        0.00,    40026.42,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     9706.71,        0.00,        0.00,      250.90,        0.00,        0.00
        8.00,      268.43,        0.00,    39897.31,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     9706.71,        0.00,        0.00,      268.43,        0.00,        0.00
        9.00,      227.72,        0.00,    39738.74,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     9706.71,        0.00,        0.00,      227.72,        0.00,        0.00
       10.00,       86.45,        0.00,    39477.87,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     9706.71,        0.00,        0.00,       86.45,        0.00,        0.00
