,Type,Name,NPV
0,Operating Expenses,Sales tax,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
3,Operating Expenses,Solar Plant Fixed O&M Cost,0.0
4,Operating Expenses,Battery Storage,0.0
5,Operating Expenses,Solar Plant,0.0
6,Operating Expenses,Licensing and Permitting,0.0
7,Operating Expenses,Rent of land,0.0
8,Operating Expenses,Administrative expenses,0.0
9,Operating Expenses,Labor,0.0
10,Operating Expenses,Total annual maintenance,0.0
11,Operating Expenses,Installation cost,0.0
12,Operating Expenses,Credit card fees,0.0
13,Financing cash outflow,Capital gains taxes payable,0.0
14,Operating Expenses,Road tax,0.0
15,Operating Expenses,Non-depreciable assets,9.782988830906881e-05
16,Operating Expenses,Desalination,0.0007414491122854454
17,Operating Expenses,Desalination Fixed O&M Cost,0.0032735652270084277
18,Operating Expenses,Water,0.016728232189973623
19,Operating Expenses,Compression,0.017616904256731545
20,Operating Expenses,Cash on hand reserve,0.02592581788866577
21,Operating Expenses,Property insurance,0.06245105353125736
22,Operating Expenses,Var O&M,0.0667562479797956
23,Operating Expenses,Electrolyzer Fixed O&M Cost,0.1734587496047414
24,Operating Expenses,Electrolysis system,0.39778268749253515
25,Operating Expenses,Wind Plant Fixed O&M Cost,0.5259398108240269
26,Operating Expenses,Wind Plant,0.8171252766839239
27,Financing cash outflow,Income taxes payable,1.035546535077125
28,Financing cash outflow,Repayment of debt,1.6100502066511861
29,Operating Expenses,Hydrogen Storage,1.7138674021550198
30,Financing cash outflow,Interest expense,2.598138018473019
31,Financing cash outflow,Dividends paid,3.9770948282739083
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,9.782988830906881e-05
37,Operating Revenue,Cash on hand recovery,0.025925817888665773
38,Financing cash inflow,Monetized tax losses,0.6090927018686807
39,Financing cash inflow,Inflow of debt,1.6100502066511861
40,Financing cash inflow,Inflow of equity,2.824090019969595
41,Operating Revenue,Hydrogen sales,7.973338039043076
