,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
0,704305.0762925363,0.0,704305.0762925363,704305.0762925363,13439.78876196991
1,722297.1800676457,0.0,722297.1800676457,722297.1800676457,13752.463271873263
2,772844.5529468163,0.0,772844.5529468163,772844.5529468163,14625.56399855302
3,753055.5813483373,0.0,753055.5813483373,753055.5813483373,14284.651055910217
4,770275.5511095469,0.0,770275.5511095469,770275.5511095469,14581.33194171989
5,719787.7517980215,0.0,719787.7517980215,719787.7517980215,13708.827538863923
6,672737.3161812081,0.0,672737.3161812081,672737.3161812081,12888.539314820457
7,729308.3892689821,0.0,729308.3892689821,729308.3892689821,13873.912987963638
8,1029240.7258706766,0.0,1029240.7258706766,1029240.7258706766,18941.975660735723
9,973828.7823089102,0.0,973828.7823089102,973828.7823089102,18023.994298447615
10,692234.4881384526,0.0,692234.4881384526,692234.4881384526,13229.226948786394
11,537204.4654947032,0.0,537204.4654947032,537204.4654947032,10483.9540616143
12,625211.920036329,0.0,625211.920036329,625211.920036329,12052.529924376386
13,553999.3893826995,0.0,553999.3893826995,553999.3893826995,10785.425179283622
14,463403.0395407289,0.0,463403.0395407289,463403.0395407289,9146.165546993145
15,322606.2519080128,0.0,322606.2519080128,322606.2519080128,6529.29792357527
16,103260.00694344939,0.0,103260.00694344939,103260.00694344939,2214.6399895442487
17,133553.71167191846,0.0,133553.71167191846,133553.71167191846,2805.7644525260353
18,164816.62215338775,0.0,164816.62215338775,164816.62215338775,3469.106081202545
19,197026.0552486009,0.0,197026.0552486009,197026.0552486009,4107.507847227751
20,233563.69466514746,0.0,233563.69466514746,233563.69466514746,4822.327374327992
21,214377.8800146126,0.0,214377.8800146126,214377.8800146126,4448.129529360989
22,192222.93750143118,0.0,192222.93750143118,192222.93750143118,4012.8070724766503
23,169074.73573838355,0.0,169074.73573838355,169074.73573838355,3553.961495074751
24,204596.50809302306,0.0,204596.50809302306,204596.50809302306,4256.358440466148
25,181448.21921163547,0.0,181448.21921163547,181448.21921163547,3799.7480962358136
26,134525.67605511422,0.0,134525.67605511422,134525.67605511422,2860.469044653324
27,122586.96847307523,0.0,122586.96847307523,122586.96847307523,2618.071432508553
28,40431.12793460198,0.0,40431.12793460198,40431.12793460198,867.9107402543441
29,41826.82989445186,0.0,41826.82989445186,41826.82989445186,896.5908132938783
30,106711.07893123581,0.0,106711.07893123581,106711.07893123581,2054.4543111744633
31,112909.08019128967,0.0,112909.08019128967,112909.08019128967,2405.292192243804
32,381073.8436296969,0.0,381073.8436296969,381073.8436296969,7626.608825018143
33,448955.0332483973,0.0,448955.0332483973,448955.0332483973,8881.035053716498
34,401236.0117390898,0.0,401236.0117390898,401236.0117390898,8001.321804856608
35,371488.90721682995,0.0,371488.90721682995,371488.90721682995,7447.764472243375
36,369891.11710168555,0.0,369891.11710168555,369891.11710168555,7417.90365266679
37,450481.5421190342,0.0,450481.5421190342,450481.5421190342,8908.959854738612
38,515054.1931808208,0.0,515054.1931808208,515054.1931808208,10083.798884828977
39,465120.0928792617,0.0,465120.0928792617,465120.0928792617,9176.748957132628
40,320197.55818581284,0.0,320197.55818581284,320197.55818581284,6483.258542787978
41,544700.316309779,0.0,544700.316309779,544700.316309779,10617.673813221008
42,632773.7165652785,0.0,632773.7165652785,632773.7165652785,12184.93562597011
43,791376.2013979933,0.0,791376.2013979933,791376.2013979933,14942.171064808403
44,684265.7562212037,0.0,684265.7562212037,684265.7562212037,13088.84875689536
45,733715.3570818949,0.0,733715.3570818949,733715.3570818949,13948.845312030948
46,898720.2344581533,0.0,898720.2344581533,898720.2344581533,16765.386906178173
47,991981.5372480811,0.0,991981.5372480811,991981.5372480811,18323.812739945595
48,991421.7752655735,0.0,991421.7752655735,991421.7752655735,18314.499100848687
49,988805.6766471404,0.0,988805.6766471404,988805.6766471404,18271.061655314323
