,Type,Name,NPV
0,Operating Expenses,Sales tax,0.0
1,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
2,Operating Expenses,Solar Plant Fixed O&M Cost,0.0
3,Operating Expenses,Battery Storage,0.0
4,Operating Expenses,Solar Plant,0.0
5,Operating Expenses,Hydrogen Storage,0.0
6,Operating Expenses,Licensing and Permitting,0.0
7,Operating Expenses,Rent of land,0.0
8,Operating Expenses,Administrative expenses,0.0
9,Operating Expenses,Labor,0.0
10,Operating Expenses,Total annual maintenance,0.0
11,Operating Expenses,Installation cost,0.0
12,Operating Expenses,Credit card fees,0.0
13,Financing cash outflow,Capital gains taxes payable,0.0
14,Operating Expenses,Road tax,0.0
15,Operating Expenses,Non-depreciable assets,0.00011370738844397688
16,Operating Expenses,Desalination,0.0003583490655106063
17,Operating Expenses,Desalination Fixed O&M Cost,0.0015821436974556256
18,Operating Expenses,Compression,0.008514409246684989
19,Operating Expenses,Cash on hand reserve,0.011906835130877903
20,Operating Expenses,Water,0.022269129287598954
21,Operating Expenses,Property insurance,0.037268214552098576
22,Operating Expenses,Var O&M,0.07110411790168084
23,Operating Expenses,Electrolyzer Fixed O&M Cost,0.08383418335197526
24,Operating Expenses,Wind Plant Fixed O&M Cost,0.3271499012606916
25,Financing cash outflow,Income taxes payable,0.3334027921932645
26,Operating Expenses,Wind Plant,0.5308985914148973
27,Financing cash outflow,Repayment of debt,0.553094210722933
28,Operating Expenses,Electrolysis system,0.5695130492326519
29,Financing cash outflow,Interest expense,0.8798598492824521
30,Financing cash outflow,Dividends paid,1.397174487961889
31,Operating Expenses,Grid Electricity Cost,2.1290655438017447
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00011370738844397688
37,Operating Revenue,Cash on hand recovery,0.011906835130877903
38,Financing cash inflow,Monetized tax losses,0.17103352497720592
39,Financing cash inflow,Inflow of debt,0.5530942107229331
40,Financing cash inflow,Inflow of equity,0.9581760988221755
41,Operating Revenue,Hydrogen sales,5.262785138451215
