,0
Useful Life,30.0
Wind Cost ($/kW),1437.48
Solar Cost ($/kW),9999.0
Electrolyzer Installed Cost ($/kW),973.626187314102
Wind capacity (MW),1176.0
Solar capacity (MW),0.0
Battery storage capacity (MW),0.0
Battery storage duration (hr),0.0
Electrolyzer capacity (MW),1080.0
Total Electricity Production (kWh),3985721887.0407257
Debt Equity,60.0
ATB Year,2025.0
Grid Total Emission Intensity (kg-CO2/kg-H2),0.0
Off-grid Total Emission Intensity (kg-CO2/kg-H2),0.0
H2 PTC ($/kg),0.0
Ren PTC ($/kg),0.0
Wind PTC,0.0
Discount Rate,0.07
NPV Wind Expenses,-2610060920.410591
NPV Solar Expenses,0.0
NPV HVDC Expenses,0.0
LCOE ($/MWh),47.52455836463115
Electricity CF (-),0.40174683765775726
LCOH ($/kg),9.778606642729809
Electrolyzer CF (-),0.42641565773549545
Fraction of electricity from renewables (-),1.0
Average stack life (hrs),80000.0
Number of stack clusters (-),1.0
Hydrogen storage duration (hr),339.88646277534576
Hydrogen storage capacity (kg),8390734.478083903
Hydrogen storage CAPEX ($/kg),525.143508539214
Hydrogen annual production (kg),73865518.0034425
Hydrogen production total CAPEX ($),7250185426.979431
Hydrogen transmission total CAPEX ($),60415980.837572314
Steel Plant Total CAPEX ($),545209215.1819539
Ammonia Plant Total CAPEX ($),69329152.27623674
LCOH: Compression & storage ($/kg),4.6206315210730375
LCOH: Electrolyzer CAPEX ($/kg),1.5837100617677682
LCOH: Desalination CAPEX ($/kg),0.0018413306815512872
LCOH: Electrolyzer FOM ($/kg),0.18713314740973103
LCOH:Desalination FOM ($/kg),0.0035316325384395194
LCOH: Electrolyzer VOM ($/kg),0.0672644692669683
LCOH: Wind Plant CAPEX ($/kg),1.8161076217255334
LCOH: Wind Plant FOM ($/kg),0.6651916728578291
LCOH: Solar Plant CAPEX ($/kg),0.0
LCOH: Solar Plant FOM ($/kg),0.0
LCOH: Battery Storage CAPEX ($/kg),0.0
LCOH: Battery Storage FOM ($/kg),0.0
LCOH: Taxes and Finances ($/kg),0.6629328976189812
LCOH: Water consumption ($/kg),0.016147757255936684
LCOH: Grid electricity ($/kg),0.0
LCOH: Bulk H2 Transmission ($/kg),0.1611177558897934
Steel annual production (tonne/year),999999.9999999999
Steel annual capacity margin (%),11.985321412132368
Ammonia annual production (kg/year),334339658.8730839
Ammonia annual capacity margin (%),11.98532141213233
Steel Price with Integration ($/tonne),1281.9064927052723
Steel price: EAF and Casting CAPEX ($/tonne),7.352712809137524
Steel price: Shaft Furnace CAPEX ($/tonne),4.147456600030857
Steel price: Oxygen Supply CAPEX ($/tonne),0.5024690500428983
Steel price: H2 Pre-heating CAPEX ($/tonne),0.2858154172179284
Steel price: Cooling Tower CAPEX ($/tonne),0.618708489847107
Steel price: Piping CAPEX ($/tonne),1.826797708972273
Steel price: Electrical & Instrumentation ($/tonne),1.217865140345564
"Steel price: Buildings, Storage, Water Service CAPEX ($/tonne)",2.753847764430413
Steel price: Miscellaneous CAPEX ($/tonne),1.2178656258124945
Steel price: Annual Operating Labor Cost ($/tonne),75.19990472290294
Steel price: Maintenance Labor Cost ($/tonne),5.158204145051215
Steel price: Administrative & Support Labor Cost ($/tonne),20.08952721698854
Steel price: Installation Cost ($/tonne),7.3860703185982235
Steel price: Maintenance Materials ($/tonne),7.720000000000001
Steel price: Raw Water Withdrawal ($/tonne),0.47648790630000004
Steel price: Lime ($/tonne),2.089314915012542
Steel price: Carbon ($/tonne),11.722256166785751
Steel price: Iron Ore ($/tonne),360.92245014899083
Steel price: Hydrogen ($/tonne),644.9968941544582
Steel price: Natural gas ($/tonne),2.716709262358007
Steel price: Electricity ($/tonne),44.912345059176
Steel price: Slag Disposal ($/tonne),6.5600379
Steel price: Taxes ($/tonne),15.122387153771431
Steel price: Equipment Financing ($/tonne),58.049109250018454
Steel price: Remaining Financial ($/tonne),11.954123163502235
Steel price: Oxygen sales ($/tonne),0.0
Steel price: Total ($/tonne),1294.9993600897517
(-) Steel price: BOS savings ($/tonne),10.044763608494272
Ammonia price: Air Separation by Cryogenic ($/kg),0.0019678455863622363
Ammonia price: Haber Bosch ($/kg),0.0016300537053258407
Ammonia price: Boiler and Steam Turbine ($/kg),0.0006180945270194874
Ammonia price: Cooling Tower ($/kg),0.0004196233260347037
Ammonia price: Depreciable Nonequipment ($/kg),0.0022764307718301274
Ammonia price: Labor Cost ($/kg),0.016786890891857285
Ammonia price: Maintenance Cost ($/kg),0.0006098158976460083
Ammonia price: Administrative Expense ($/kg),0.0033573781783714568
Ammonia price: Hydrogen ($/kg),1.9291665736827848
Ammonia price: Electricity ($/kg),0.04331610733847019
Ammonia price: Cooling water ($/kg),5.580990977316858e-06
Ammonia price: Iron based catalyst ($/kg),0.0021180315277480326
Ammonia price: Oxygen byproduct ($/kg),-0.008386648300601963
Ammonia price: Taxes ($/kg),0.006526604183135766
Ammonia price: Equipment Financing ($/kg),0.024250508663755953
Ammonia price: Remaining Financial ($/kg),0.0041472287499434365
Ammonia price: Total ($/kg),2.0466320503598094
