,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
0,748476.4521876939,0.0,748476.4521876939,748476.4521876939,13727.778383513705
1,748082.010313411,0.0,748082.010313411,748082.010313411,13721.284508287798
2,745787.4094998913,0.0,745787.4094998913,745787.4094998913,13683.595927679917
3,435099.59921206295,0.0,435099.59921206295,435099.59921206295,8395.516594945935
4,154507.29325804967,0.0,154507.29325804967,154507.29325804967,3201.6074370229626
5,582795.0662852369,0.0,582795.0662852369,582795.0662852369,10958.476495353229
6,719415.9304615321,0.0,719415.9304615321,719415.9304615321,13249.27869021763
7,529874.5007418413,0.0,529874.5007418413,529874.5007418413,10051.167610428216
8,529997.4687151136,0.0,529997.4687151136,529997.4687151136,9881.444897512567
9,576998.3714147591,0.0,576998.3714147591,576998.3714147591,8558.255171592136
10,672848.2530559138,0.0,672848.2530559138,672848.2530559138,9900.842197011569
11,760000.0,0.0,760000.0,760000.0,13916.43433644799
12,760000.0,0.0,760000.0,760000.0,12403.158908435358
13,672128.2972166382,0.0,672128.2972166382,672128.2972166382,10390.214788697433
14,760000.0,0.0,760000.0,760000.0,13908.035387900827
15,651947.8425099426,0.0,651947.8425099426,651947.8425099426,10852.465027347254
16,481031.72285162937,0.0,481031.72285162937,481031.72285162937,8182.4979892133815
17,322833.52427271544,0.0,322833.52427271544,322833.52427271544,6187.744143580472
18,270359.995796158,0.0,270359.995796158,270359.995796158,5408.117165240976
19,345013.4533304396,0.0,345013.4533304396,345013.4533304396,6780.737454194787
20,169527.8812702401,0.0,169527.8812702401,169527.8812702401,3493.845985849104
21,484138.3988968136,0.0,484138.3988968136,484138.3988968136,9257.114970779341
22,545676.6641760377,0.0,545676.6641760377,545676.6641760377,10323.08622721656
23,568068.0953406161,0.0,568068.0953406161,568068.0953406161,10706.882895570589
24,556653.5170107043,0.0,556653.5170107043,556653.5170107043,10511.472252982612
25,545456.8632386168,0.0,545456.8632386168,545456.8632386168,10319.260929427885
26,532697.5152240546,0.0,532697.5152240546,532697.5152240546,10099.575376092409
27,468826.9212993145,0.0,468826.9212993145,468826.9212993145,8989.156459704123
28,423967.61569574825,0.0,423967.61569574825,423967.61569574825,8197.943834123733
29,387533.6223047825,0.0,387533.6223047825,387533.6223047825,7547.995340724082
30,325773.25426587515,0.0,325773.25426587515,325773.25426587515,6430.076952152504
31,207202.29454658664,0.0,207202.29454658664,207202.29454658664,4218.202565497853
32,171165.25564821338,0.0,171165.25564821338,171165.25564821338,3064.546859931384
33,199206.749382163,0.0,199206.749382163,199206.749382163,3225.2997023151624
34,255893.05770306286,0.0,255893.05770306286,255893.05770306286,3838.526477767215
35,296359.6768033576,0.0,296359.6768033576,296359.6768033576,4238.866745982046
36,292590.52183605183,0.0,292590.52183605183,292590.52183605183,4048.30501085813
37,338126.7816756382,0.0,338126.7816756382,338126.7816756382,4564.304904291572
38,339071.7522271707,0.0,339071.7522271707,339071.7522271707,4576.230465241372
39,208081.86341046568,0.0,208081.86341046568,208081.86341046568,2891.83302796221
40,226894.13289926355,0.0,226894.13289926355,226894.13289926355,3144.5203125968205
41,79786.32142764937,0.0,79786.32142764937,79786.32142764937,1632.1691018260804
42,100141.58026019014,0.0,100141.58026019014,100141.58026019014,2123.4712413718057
43,112812.86250308882,0.0,112812.86250308882,112812.86250308882,2377.834991177396
44,239607.04224030723,0.0,239607.04224030723,239607.04224030723,4832.162526852679
45,170959.2969030591,0.0,170959.2969030591,170959.2969030591,3521.4516297522573
46,102788.97147996866,0.0,102788.97147996866,102788.97147996866,2176.779610471954
47,123750.87063309361,0.0,123750.87063309361,123750.87063309361,2595.753833271777
48,134166.86123443733,0.0,134166.86123443733,134166.86123443733,2801.9847639273708
49,327586.39513206616,0.0,327586.39513206616,327586.39513206616,6463.020633401588
50,386512.2495074753,0.0,386512.2495074753,386512.2495074753,7529.44559019522
